Id,Word,Extras,Transcription,Part of Speech,Definition,Example,Example Cloze,Image,Word Audio,Definition Audio,Example Audio
4000EEW_B05_U14_2673,shatter,,[ʃǽtər],v.,To <i>shatter</i> something means to break it suddenly into many tiny pieces.,"When the ball hit the window, the glass <b>shattered</b>.","When the ball hit the window, the glass {{c1::shattered}}.","""<img src=""""4000EEW_B05_U14_2673.jpg"""" />""",[sound:4000EEW_B05_U14_2673.word.mp3],[sound:4000EEW_B05_U14_2673.definition.mp3],[sound:4000EEW_B05_U14_2673.example.mp3]
4000EEW_B05_U14_2674,shutter,,[ʃʌ́təːr],n.,<i>Shutters</i> are wooden or metal covers in front of a window.,Mr. Smith closed the <b>shutters</b> every night to make his bedroom dark.,Mr. Smith closed the {{c1::shutters}} every night to make his bedroom dark.,"""<img src=""""4000EEW_B05_U14_2674.jpg"""" />""",[sound:4000EEW_B05_U14_2674.word.mp3],[sound:4000EEW_B05_U14_2674.definition.mp3],[sound:4000EEW_B05_U14_2674.example.mp3]
4000EEW_B05_U14_2675,sift,,[sift],v.,To <i>sift</i> something means to remove all the large pieces.,The baker <b>sifted</b> the four into a large bowl.,The baker {{c1::sifted}} the four into a large bowl.,"""<img src=""""4000EEW_B05_U14_2675.jpg"""" />""",[sound:4000EEW_B05_U14_2675.word.mp3],[sound:4000EEW_B05_U14_2675.definition.mp3],[sound:4000EEW_B05_U14_2675.example.mp3]
4000EEW_B05_U14_2676,slight,,[slait],adj.,"If something is <i>slight</i>, then it is small or minor.",There was only a <b>slight</b> change in the little boy’s height.,There was only a {{c1::slight}} change in the little boy’s height.,"""<img src=""""4000EEW_B05_U14_2676.jpg"""" />""",[sound:4000EEW_B05_U14_2676.word.mp3],[sound:4000EEW_B05_U14_2676.definition.mp3],[sound:4000EEW_B05_U14_2676.example.mp3]
4000EEW_B05_U14_2677,sparkle,,[spɑ́ːrkəl],v.,To <i>sparkle</i> means to shine brightly with quick fashes of light.,The stars <b>sparkled</b> in the winter night’s sky.,The stars {{c1::sparkled}} in the winter night’s sky.,"""<img src=""""4000EEW_B05_U14_2677.jpg"""" />""",[sound:4000EEW_B05_U14_2677.word.mp3],[sound:4000EEW_B05_U14_2677.definition.mp3],[sound:4000EEW_B05_U14_2677.example.mp3]
4000EEW_B05_U14_2678,sprinkle,,[spríŋkəl],v.,To <i>sprinkle</i> means to scatter something all over something else.,He <b>sprinkled</b> the pasta with salt and black pepper.,He {{c1::sprinkled}} the pasta with salt and black pepper.,"""<img src=""""4000EEW_B05_U14_2678.jpg"""" />""",[sound:4000EEW_B05_U14_2678.word.mp3],[sound:4000EEW_B05_U14_2678.definition.mp3],[sound:4000EEW_B05_U14_2678.example.mp3]
4000EEW_B05_U14_2679,stale,,[steil],adj.,"If food is <i>stale</i>, then it is not fresh but dry, hard, and not good to eat.",The cookies sat on the table so long that they became <b>stale</b>.,The cookies sat on the table so long that they became {{c1::stale}}.,"""<img src=""""4000EEW_B05_U14_2679.jpg"""" />""",[sound:4000EEW_B05_U14_2679.word.mp3],[sound:4000EEW_B05_U14_2679.definition.mp3],[sound:4000EEW_B05_U14_2679.example.mp3]
4000EEW_B05_U14_2680,utter,,[ʌ́tər],v.,To <i>utter</i> a word or a sound means to say it.,The lost boy was so scared that he could barely <b>utter</b> a single word.,The lost boy was so scared that he could barely {{c1::utter}} a single word.,"""<img src=""""4000EEW_B05_U14_2680.jpg"""" />""",[sound:4000EEW_B05_U14_2680.word.mp3],[sound:4000EEW_B05_U14_2680.definition.mp3],[sound:4000EEW_B05_U14_2680.example.mp3]
4000EEW_B05_U15_2681,although,,[ɔːlðóu],conj.,You use <i>although</i> to say that one thing is contrasted by another.,"<b>Although</b> she was late, her friends gave her a warm welcome.","{{c1::Although}} she was late, her friends gave her a warm welcome.","""<img src=""""4000EEW_B05_U15_2681.jpg"""" />""",[sound:4000EEW_B05_U15_2681.word.mp3],[sound:4000EEW_B05_U15_2681.definition.mp3],[sound:4000EEW_B05_U15_2681.example.mp3]
4000EEW_B05_U15_2682,apply,,[əplái],v.,To <i>apply</i> something means to put it on.,She always <b>applies</b> makeup to her face before going outside.,She always {{c1::applies}} makeup to her face before going outside.,"""<img src=""""4000EEW_B05_U15_2682.jpg"""" />""",[sound:4000EEW_B05_U15_2682.word.mp3],[sound:4000EEW_B05_U15_2682.definition.mp3],[sound:4000EEW_B05_U15_2682.example.mp3]
4000EEW_B05_U15_2683,await,,[əwéit],v.,To <i>await</i> something means to wait for it.,The players <b>awaited</b> the referee’s decision.,The players {{c1::awaited}} the referee’s decision.,"""<img src=""""4000EEW_B05_U15_2683.jpg"""" />""",[sound:4000EEW_B05_U15_2683.word.mp3],[sound:4000EEW_B05_U15_2683.definition.mp3],[sound:4000EEW_B05_U15_2683.example.mp3]
4000EEW_B05_U15_2684,beloved,,[bilʌ́vid],adj.,"When something is <i>beloved</i>, it is very special and you like it very much.",The boy took a nap next to his <b>beloved</b> cat.,The boy took a nap next to his {{c1::beloved}} cat.,"""<img src=""""4000EEW_B05_U15_2684.jpg"""" />""",[sound:4000EEW_B05_U15_2684.word.mp3],[sound:4000EEW_B05_U15_2684.definition.mp3],[sound:4000EEW_B05_U15_2684.example.mp3]
4000EEW_B05_U15_2685,climate,,[kláimit],n.,A <i>climate</i> is the usual weather in a place.,The <b>climate</b> in the desert is very hot.,The {{c1::climate}} in the desert is very hot.,"""<img src=""""4000EEW_B05_U15_2685.jpg"""" />""",[sound:4000EEW_B05_U15_2685.word.mp3],[sound:4000EEW_B05_U15_2685.definition.mp3],[sound:4000EEW_B05_U15_2685.example.mp3]
4000EEW_B05_U15_2686,complain,,[kəmpléin],v.,"When you <i>complain</i>, you say that you are unhappy about something.",The workers <b>complained</b> that they were being treated unfairly.,The workers {{c1::complained}} that they were being treated unfairly.,"""<img src=""""4000EEW_B05_U15_2686.jpg"""" />""",[sound:4000EEW_B05_U15_2686.word.mp3],[sound:4000EEW_B05_U15_2686.definition.mp3],[sound:4000EEW_B05_U15_2686.example.mp3]
4000EEW_B05_U15_2687,confuse,,[kənfjúːz],v.,To <i>confuse</i> someone means to make them feel like they are unsure.,The sign <b>confused</b> the traveler because it pointed in two directions.,The sign {{c1::confused}} the traveler because it pointed in two directions.,"""<img src=""""4000EEW_B05_U15_2687.jpg"""" />""",[sound:4000EEW_B05_U15_2687.word.mp3],[sound:4000EEW_B05_U15_2687.definition.mp3],[sound:4000EEW_B05_U15_2687.example.mp3]
4000EEW_B05_U15_2688,due,,[djuː],adj.,"When something is <i>due</i>, it is expected to happen or be done at that time.",The papers were <b>due</b> on the 19th.,The papers were {{c1::due}} on the 19th.,"""<img src=""""4000EEW_B05_U15_2688.jpg"""" />""",[sound:4000EEW_B05_U15_2688.word.mp3],[sound:4000EEW_B05_U15_2688.definition.mp3],[sound:4000EEW_B05_U15_2688.example.mp3]
4000EEW_B05_U15_2689,establish,,[istǽbliʃ],v.,To <i>establish</i> something means to create it.,He wanted to <b>establish</b> a club for people to help the Earth.,He wanted to {{c1::establish}} a club for people to help the Earth.,"""<img src=""""4000EEW_B05_U15_2689.jpg"""" />""",[sound:4000EEW_B05_U15_2689.word.mp3],[sound:4000EEW_B05_U15_2689.definition.mp3],[sound:4000EEW_B05_U15_2689.example.mp3]
4000EEW_B05_U15_2690,furnace,,[fə́ːrnis],n.,A <i>furnace</i> is a place where heat is made.,Mr. Jones came to fix the <b>furnace</b>.,Mr. Jones came to fix the {{c1::furnace}}.,"""<img src=""""4000EEW_B05_U15_2690.jpg"""" />""",[sound:4000EEW_B05_U15_2690.word.mp3],[sound:4000EEW_B05_U15_2690.definition.mp3],[sound:4000EEW_B05_U15_2690.example.mp3]
4000EEW_B05_U15_2691,leash,,[liːʃ],n.,A <i>leash</i> is a rope or chain that is used to lead an animal.,Dogs must wear a <b>leash</b> to keep them from running away.,Dogs must wear a {{c1::leash}} to keep them from running away.,"""<img src=""""4000EEW_B05_U15_2691.jpg"""" />""",[sound:4000EEW_B05_U15_2691.word.mp3],[sound:4000EEW_B05_U15_2691.definition.mp3],[sound:4000EEW_B05_U15_2691.example.mp3]
4000EEW_B05_U15_2692,mature,,[mətjúəːr],v.,To <i>mature</i> means to grow up to become an adult.,"When they <b>matured</b>, they became as tall as their parents.","When they {{c1::matured}}, they became as tall as their parents.","""<img src=""""4000EEW_B05_U15_2692.jpg"""" />""",[sound:4000EEW_B05_U15_2692.word.mp3],[sound:4000EEW_B05_U15_2692.definition.mp3],[sound:4000EEW_B05_U15_2692.example.mp3]
4000EEW_B05_U15_2693,measure,,[méʒəːr],v.,"To <i>measure</i> something means to find out the quality, value, or effect of it.",The scientists carefully <b>measured</b> the amount of chemicals in the tubes.,The scientists carefully {{c1::measured}} the amount of chemicals in the tubes.,"""<img src=""""4000EEW_B05_U15_2693.jpg"""" />""",[sound:4000EEW_B05_U15_2693.word.mp3],[sound:4000EEW_B05_U15_2693.definition.mp3],[sound:4000EEW_B05_U15_2693.example.mp3]
4000EEW_B05_U15_2694,midst,,[midst],n.,The <i>midst</i> of something is the middle of it.,She was in the <b>midst</b> of cleaning when the telephone rang.,She was in the {{c1::midst}} of cleaning when the telephone rang.,"""<img src=""""4000EEW_B05_U15_2694.jpg"""" />""",[sound:4000EEW_B05_U15_2694.word.mp3],[sound:4000EEW_B05_U15_2694.definition.mp3],[sound:4000EEW_B05_U15_2694.example.mp3]
4000EEW_B05_U15_2695,misery,,[mízəri],n.,<i>Misery</i> is extreme suffering.,There was a lot of <b>misery</b> after Sam lost his dog.,There was a lot of {{c1::misery}} after Sam lost his dog.,"""<img src=""""4000EEW_B05_U15_2695.jpg"""" />""",[sound:4000EEW_B05_U15_2695.word.mp3],[sound:4000EEW_B05_U15_2695.definition.mp3],[sound:4000EEW_B05_U15_2695.example.mp3]
4000EEW_B05_U15_2696,powerless,,[páuərlis],adj.,<i>Powerless</i> means without power or authority.,I fear my father is <b>powerless</b> now.,I fear my father is {{c1::powerless}} now.,"""<img src=""""4000EEW_B05_U15_2696.jpg"""" />""",[sound:4000EEW_B05_U15_2696.word.mp3],[sound:4000EEW_B05_U15_2696.definition.mp3],[sound:4000EEW_B05_U15_2696.example.mp3]
4000EEW_B05_U15_2697,prior,,[práiər],adj.,"When something happened <i>prior</i> to something else, it happened earlier.",Ron had to wait since he arrived <b>prior</b> to the scheduled meeting time.,Ron had to wait since he arrived {{c1::prior}} to the scheduled meeting time.,"""<img src=""""4000EEW_B05_U15_2697.jpg"""" />""",[sound:4000EEW_B05_U15_2697.word.mp3],[sound:4000EEW_B05_U15_2697.definition.mp3],[sound:4000EEW_B05_U15_2697.example.mp3]
4000EEW_B05_U15_2698,research,,[risə́ːrtʃ],n.,<i>Research</i> is close and careful study to discover new things.,Scientists did a lot of <b>research</b> on the subject of blood type.,Scientists did a lot of {{c1::research}} on the subject of blood type.,"""<img src=""""4000EEW_B05_U15_2698.jpg"""" />""",[sound:4000EEW_B05_U15_2698.word.mp3],[sound:4000EEW_B05_U15_2698.definition.mp3],[sound:4000EEW_B05_U15_2698.example.mp3]
4000EEW_B05_U15_2699,spaceship,,[spéisʃip],n.,A <i>spaceship</i> is a craft designed for spaceflight.,Many people want to travel into space by <b>spaceship</b>.,Many people want to travel into space by {{c1::spaceship}}.,"""<img src=""""4000EEW_B05_U15_2699.jpg"""" />""",[sound:4000EEW_B05_U15_2699.word.mp3],[sound:4000EEW_B05_U15_2699.definition.mp3],[sound:4000EEW_B05_U15_2699.example.mp3]
4000EEW_B05_U15_2700,variety,,[vəráiəti],n.,A <i>variety</i> of something is a group of many different kinds of it.,There are a <b>variety</b> of flowers at the shop.,There are a {{c1::variety}} of flowers at the shop.,"""<img src=""""4000EEW_B05_U15_2700.jpg"""" />""",[sound:4000EEW_B05_U15_2700.word.mp3],[sound:4000EEW_B05_U15_2700.definition.mp3],[sound:4000EEW_B05_U15_2700.example.mp3]
4000EEW_B05_U16_2701,altogether,,[ɔ̀ːltəgéðər],adv.,"If something happens <i>altogether</i>, it happens completely.",The company stopped using sugar <b>altogether</b> in its food.,The company stopped using sugar {{c1::altogether}} in its food.,"""<img src=""""4000EEW_B05_U16_2701.jpg"""" />""",[sound:4000EEW_B05_U16_2701.word.mp3],[sound:4000EEW_B05_U16_2701.definition.mp3],[sound:4000EEW_B05_U16_2701.example.mp3]
4000EEW_B05_U16_2702,bind,,[baind],v.,To <i>bind</i> people is to make them feel united together.,The victims of the food were <b>bound</b> by their need to help each other.,The victims of the food were {{c1::bound}} by their need to help each other.,"""<img src=""""4000EEW_B05_U16_2702.jpg"""" />""",[sound:4000EEW_B05_U16_2702.word.mp3],[sound:4000EEW_B05_U16_2702.definition.mp3],[sound:4000EEW_B05_U16_2702.example.mp3]
4000EEW_B05_U16_2703,bruise,,[bruːz],n.,A <i>bruise</i> is a dark mark caused by being hit by something.,She got a <b>bruise</b> on her knee from falling down.,She got a {{c1::bruise}} on her knee from falling down.,"""<img src=""""4000EEW_B05_U16_2703.jpg"""" />""",[sound:4000EEW_B05_U16_2703.word.mp3],[sound:4000EEW_B05_U16_2703.definition.mp3],[sound:4000EEW_B05_U16_2703.example.mp3]
4000EEW_B05_U16_2704,custom,,[kʌ́stəm],n.,A <i>custom</i> is a way of doing things that has been the same for a long time.,It is a <b>custom</b> that the bride and groom have the first dance.,It is a {{c1::custom}} that the bride and groom have the first dance.,"""<img src=""""4000EEW_B05_U16_2704.jpg"""" />""",[sound:4000EEW_B05_U16_2704.word.mp3],[sound:4000EEW_B05_U16_2704.definition.mp3],[sound:4000EEW_B05_U16_2704.example.mp3]
4000EEW_B05_U16_2705,disobedient,,[dìsəbíːdiənt],adj.,"When someone is <i>disobedient</i>, they do not follow the rules or instructions.",The <b>disobedient</b> children didn’t listen to their mother and had an accident.,The {{c1::disobedient}} children didn’t listen to their mother and had an accident.,"""<img src=""""4000EEW_B05_U16_2705.jpg"""" />""",[sound:4000EEW_B05_U16_2705.word.mp3],[sound:4000EEW_B05_U16_2705.definition.mp3],[sound:4000EEW_B05_U16_2705.example.mp3]
4000EEW_B05_U16_2706,foresee,,[fɔːrsíː],v.,To <i>foresee</i> something is to know about it before it happens.,The teacher didn’t <b>foresee</b> any problems with his large class.,The teacher didn’t {{c1::foresee}} any problems with his large class.,"""<img src=""""4000EEW_B05_U16_2706.jpg"""" />""",[sound:4000EEW_B05_U16_2706.word.mp3],[sound:4000EEW_B05_U16_2706.definition.mp3],[sound:4000EEW_B05_U16_2706.example.mp3]
4000EEW_B05_U16_2707,glimpse,,[glimps],v.,To <i>glimpse</i> something is to see it for a short time.,She <b>glimpsed</b> outside the window as the plane was about to land.,She {{c1::glimpsed}} outside the window as the plane was about to land.,"""<img src=""""4000EEW_B05_U16_2707.jpg"""" />""",[sound:4000EEW_B05_U16_2707.word.mp3],[sound:4000EEW_B05_U16_2707.definition.mp3],[sound:4000EEW_B05_U16_2707.example.mp3]
4000EEW_B05_U16_2708,hoop,,[huːp],n.,"A <i>hoop</i> is a ring that is made of plastic, metal, or wood.",The boys tried to toss the ball through the basketball <b>hoop</b>.,The boys tried to toss the ball through the basketball {{c1::hoop}}.,"""<img src=""""4000EEW_B05_U16_2708.jpg"""" />""",[sound:4000EEW_B05_U16_2708.word.mp3],[sound:4000EEW_B05_U16_2708.definition.mp3],[sound:4000EEW_B05_U16_2708.example.mp3]
4000EEW_B05_U16_2709,misfortune,,[misfɔ́ːrtʃən],n.,<i>Misfortune</i> is bad luck or an unlucky event.,His family helped him when he encountered <b>misfortune</b>.,His family helped him when he encountered {{c1::misfortune}}.,"""<img src=""""4000EEW_B05_U16_2709.jpg"""" />""",[sound:4000EEW_B05_U16_2709.word.mp3],[sound:4000EEW_B05_U16_2709.definition.mp3],[sound:4000EEW_B05_U16_2709.example.mp3]
4000EEW_B05_U16_2710,negative,,[négətiv],adj.,"When something is <i>negative</i>, it is unpleasant or sad.",She doesn’t like to say <b>negative</b> things about her friends.,She doesn’t like to say {{c1::negative}} things about her friends.,"""<img src=""""4000EEW_B05_U16_2710.jpg"""" />""",[sound:4000EEW_B05_U16_2710.word.mp3],[sound:4000EEW_B05_U16_2710.definition.mp3],[sound:4000EEW_B05_U16_2710.example.mp3]
4000EEW_B05_U16_2711,per,,[pər],prep.,"<i>Per</i> is used to mean “each” when giving a price, size, or amount.",It costs eight dollars <b>per</b> person to watch the baseball game.,It costs eight dollars {{c1::per}} person to watch the baseball game.,"""<img src=""""4000EEW_B05_U16_2711.jpg"""" />""",[sound:4000EEW_B05_U16_2711.word.mp3],[sound:4000EEW_B05_U16_2711.definition.mp3],[sound:4000EEW_B05_U16_2711.example.mp3]
4000EEW_B05_U16_2712,plead,,[pliːd],v.,To <i>plead</i> is to ask for something you want very badly.,He <b>pleaded</b> for his parents to let him go to the soccer game.,He {{c1::pleaded}} for his parents to let him go to the soccer game.,"""<img src=""""4000EEW_B05_U16_2712.jpg"""" />""",[sound:4000EEW_B05_U16_2712.word.mp3],[sound:4000EEW_B05_U16_2712.definition.mp3],[sound:4000EEW_B05_U16_2712.example.mp3]
4000EEW_B05_U16_2713,rip,,[rip],v.,To <i>rip</i> something means to pull it apart.,She <b>ripped</b> the paper in half by accident.,She {{c1::ripped}} the paper in half by accident.,"""<img src=""""4000EEW_B05_U16_2713.jpg"""" />""",[sound:4000EEW_B05_U16_2713.word.mp3],[sound:4000EEW_B05_U16_2713.definition.mp3],[sound:4000EEW_B05_U16_2713.example.mp3]
4000EEW_B05_U16_2714,sake,,[seik],n.,The <i>sake</i> of something is the reason for doing it.,The parents worked hard for their children’s <b>sake</b>.,The parents worked hard for their children’s {{c1::sake}}.,"""<img src=""""4000EEW_B05_U16_2714.jpg"""" />""",[sound:4000EEW_B05_U16_2714.word.mp3],[sound:4000EEW_B05_U16_2714.definition.mp3],[sound:4000EEW_B05_U16_2714.example.mp3]
4000EEW_B05_U16_2715,scrape,,[skreip],v.,To <i>scrape</i> something is to rub it very hard with something sharp.,I accidentally <b>scraped</b> the paint of the side of the car.,I accidentally {{c1::scraped}} the paint of the side of the car.,"""<img src=""""4000EEW_B05_U16_2715.jpg"""" />""",[sound:4000EEW_B05_U16_2715.word.mp3],[sound:4000EEW_B05_U16_2715.definition.mp3],[sound:4000EEW_B05_U16_2715.example.mp3]
4000EEW_B05_U16_2716,source,,[sɔːrs],n.,A <i>source</i> of something is the place that it comes from.,The river was the <b>source</b> of drinking water for the village.,The river was the {{c1::source}} of drinking water for the village.,"""<img src=""""4000EEW_B05_U16_2716.jpg"""" />""",[sound:4000EEW_B05_U16_2716.word.mp3],[sound:4000EEW_B05_U16_2716.definition.mp3],[sound:4000EEW_B05_U16_2716.example.mp3]
4000EEW_B05_U16_2717,stern,,[stəːrn],adj.,"When somebody is <i>stern</i>, they are very serious.",The <b>stern</b> teacher didn’t allow the students to speak during class.,The {{c1::stern}} teacher didn’t allow the students to speak during class.,"""<img src=""""4000EEW_B05_U16_2717.jpg"""" />""",[sound:4000EEW_B05_U16_2717.word.mp3],[sound:4000EEW_B05_U16_2717.definition.mp3],[sound:4000EEW_B05_U16_2717.example.mp3]
