Word,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
stealthily,adv.,/ˈstelθili/,"in a cautious and surreptitious manner, so as not to be seen or heard.",مخفیانه,silently,/ˈsaɪləntli/,"""<img src=""""paste-8083128451073.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● I woke up and <font color=""""#0080bc"""">stealthily</font> crept downstairs.<br>● There was <font color=""""#0080bc"""">stealthy</font> movement at the edge of the wood.<br>● the <font color=""""#0080bc"""">stealthy</font> movements of a hunter<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stem,v.,/stɛm/,originate in or be caused by.,برخاستن، برآمدن، نشات گرفتن,arise, /əˈrʌɪz/,"""<img src=""""paste-bc4fc95c7f9d6393db8fb7ff290ba8c44b0175f0.jpg"""">""","""● many of the universities' problems <font color=""""#0080bc"""">stem</font> from rapid expansion.<br>● Two things <font color=""""#0080bc"""">stem</font> directly from the location of a submarine eruption.<br>● Working through this despair, which <font color=""""#0080bc"""">stemmed</font> from early childhood, was a long and painful task.<br>● The ocean’s role in global warming <font color=""""#0080bc"""">stems</font> principally from its huge capacity to absorb carbon dioxide and to store and transport heat.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stimulate,v.,/ˈstɪmjəleɪt/,raise levels of physiological or nervous activity in (the body or any biological system).,تحریک کردن,cause,"""/kɒːz/<font color=""""darkblue""""> &nbsp; prompt</font>&nbsp;/prɑːmpt/<br>[sound:prompt.mp3]""","""<img src=""""paste-35016868364289.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● A raise in employee wages might <font color=""""#0080bc"""">stimulate</font> production.<br>● The economy was not <font color=""""#0080bc"""">stimulated</font> by the tax cuts.<br>● a hormone that <font color=""""#0080bc"""">stimulates</font> the growth of muscle tissue""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stipulate,v.,/ˈstɪpjʊleɪt /,"if an agreement, law, or rule stipulates something, it must be done",قرار گذاشتن، پیمان بستن، ملزم بودن,require, /rɪˈkwʌɪər/,"""<img src=""""paste-26779121090561.jpg"""">""","""● The cease-fire was <font color=""""#0080bc"""">stipulated</font> by the treaty.<br>● The rules <font color=""""#0080bc"""">stipulate</font> that players must wear uniforms.""",,"""To <font color=""""sienna""""><i>stipulate</i> </font>something means to demand that it be part of an agreement. So when you make a contract or deal, you can <font color=""""sienna""""><i>stipulate</i> </font>that a certain condition must be met.""",,,,,,,,,,,,,,,,,,,,,,,,,,,
stockpile,v.,/ˈstɒkpʌɪl /,accumulate a large stock of (goods or materials).,ذخیره کردن,store up,,"""<img src=""""paste-18111877087233 (1).jpg"""">""","""● The government <font color=""""#0080bc"""">stockpiled</font> vaccines to prepare for a flu epidemic.<br>● we should be able to <font color=""""#0080bc"""">stockpile</font> enough vaccine for the upcoming flu season.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strategy,n.,/ˈstrætɪdʒi/,a plan of action or policy designed to achieve a major or overall aim.,استراتژی,plan,/plæn/,"""<img src=""""paste-26190710571009.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● They are proposing a new <font color=""""#0080bc"""">strategy</font> for treating the disease with a combination of medications.<br>● The government is developing innovative <font color=""""#0080bc"""">strategies</font> to help people without insurance get medical care.<br>● a specialist in campaign <font color=""""#0080bc"""">strategy</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strictly,adv.,/ˈstrɪktli/,"only for a particular person, thing, or purpose and no one else",تنها، فقط، موکدا,only,"""/ˈəʊnli/<font color=""""darkblue""""> &nbsp; exclusively</font>&nbsp;/ɪkˈskluːsɪvli/<br>[sound:exclusively.mp3]""","""<img src=""""how-does-the-voting-work-on-strictly-136420191754002601-170807144502.jpg"""">""","""● This is <font color=""""#0080bc"""">strictly</font> between us. Nobody else must know.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stride,n. v.,/ strʌɪd /,a step or stage in progress toward an aim.,قدم - قدم زدن، راه رفتن,step, / stɛp /,"""<img src=""""paste-32cab7f6d42ea53951c79b2817cc7fea02757911.jpg"""">""","""● She <font color=""""#0080bc"""">strode</font> across the room towards me.<br>● a gang of armed men <font color=""""#0080bc"""">strode</font> into the bank and approached the teller.<br>● I brought the book downstairs with me, walking at a brisk <font color=""""#0080bc"""">stride</font> .""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strike,v.,/strʌɪk/,"""hit forcibly and deliberately with one's hand or a weapon or other implement.""",ضربه زدن - اصابت کردن,contract with,""" <font color=""""darkblue""""> &nbsp; come into<br></font>[sound:come into.mp3]""","""<img src=""""paste-21371757264897.jpg"""">""","""● The ship <font color=""""#0080bc"""">struck</font> an iceberg.<br>● he raised his hand, as if to <font color=""""#0080bc"""">strike</font> me.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
striking,adj.,/ˈstraɪkɪŋ/,unusual or interesting enough to be easily noticed,قابل توجه، برجسته,dramatic,"""/drəˈmætɪk/<font color=""""darkblue""""> &nbsp; noticeable</font>&nbsp;/ˈnoʊtəsəbəl/<font color=""""darkblue""""> &nbsp; remarkable</font>&nbsp;/rɪˈmɑːrkəbəl/<br>[sound:noticeable.mp3][sound:remarkable.mp3]""","""<img src=""""striking (1).jpg"""">""","""● With her mass of black hair and pale skin she looked very <font color=""""#0080bc"""">striking</font>.<br>● There were some <font color=""""#0080bc"""">striking</font> continuities in terms of the survival of Roman law and custom and language.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
string,n.,/strɪŋ/,"material consisting of threads of cotton, hemp, or other material twisted together to form a thin length.",رشته,series, /ˈsɪəriːz/,"""<img src=""""paste-15878494093313.jpg"""" style=""""font-family: &quot;Times New Roman&quot;;"""">""","""● She tied a <font color=""""#0080bc"""">string</font> around the boxes.<br>● He tied the packages together with <font color=""""#0080bc"""">string</font>.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stringent,adj.,/ˈstrɪndʒənt/,"(of regulations, requirements, or conditions) strict, precise, and exacting.",سختگیرانه، دقیق,strict,/strɪkt/,"""<img src=""""paste-78e46defde83ad5020dc3178aa67de425933092c.jpg"""">""","""● Incidentally, you also meet the <font color=""""#0080bc"""">stringent</font> requirements to be an editorial intern at eye Weekly.<br>● The council claims Hornets have still to meet certain <font color=""""#0080bc"""">stringent</font> conditions that were important to the deal.<br>● He was given early release with <font color=""""#0080bc"""">stringent</font> conditions but broke these conditions and found himself in jail again.<br>● Personal pet visits require the same <font color=""""#0080bc"""">stringent</font> guidelines as the therapy animal policy.<br>● Much more <font color=""""#0080bc"""">stringent</font> measures were necessary to guarantee a supply of drinking water, however. <br>● Along with automated verification, there were <font color=""""#0080bc"""">stringent</font> penalties for lying.<br>● Parents must comply with the <font color=""""#0080bc"""">stringent</font> rules for vehicular access, which are explained in a Headmaster's letter.""",,"""That teacher's demands are <font color=""""sienna""""><i>stringent</i> </font>— she wants the homework typed in her favorite font, on special paper, and each essay must be exactly 45 lines!""",,,,,,,,,,,,,,,,,,,,,,,,,,,
strip,v.,/strɪp/,remove all coverings from.,برهنه کردن، لخت کردن,remove,/rɪˈmuːv/,"""<img src=""""img2060173690601168765.webp"""">""","""● He <font color=""""#0080bc"""">stripped</font> himself down to his underwear.<br>● The prisoners were <font color=""""#0080bc"""">stripped</font> naked.<br>● She gets paid to dance and <font color=""""#0080bc"""">strip</font> at the club.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stunning,adj.,/ˈstʌnɪŋ/,extremely impressive or attractive.,خیره کننده,astounding, /ˈstaʊndɪŋ/,"""<img src=""""paste-15994458210305 (2).jpg"""">""","""● Researchers have made a <font color=""""#0080bc"""">stunning</font> discovery.<br>● Our room had a <font color=""""#0080bc"""">stunning</font> view of the lake.""",,,,stun,,حیرت زده کردن، گیج کردن,,,,,,,,,,,,,,,,,,,,,,,
sturdy,adj.,/ˈstəːrdi/,(of a person or their body) strongly and solidly built.,محکم،&nbsp;قوی,strong,/strɒŋ/,"""<img src=""""paste-15418932592641.jpg"""">""","""● a dog with a strong <font color=""""#0080bc"""">sturdy</font> build.<br>● it took a <font color=""""#0080bc"""">sturdy</font> person to endure the life of a pioneer.<br>● He's a <font color=""""#0080bc"""">sturdy</font> kid who prefers to stand tall instead of move around, but he fled several times against North Carolina when the heat was coming.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stylus,n.,/ˈstʌɪləs /,a pen-like device used to input handwritten text or drawings directly into a computer.,قلم,pen,/pɛn/,"""<img src=""""paste-14942191222785.jpg"""">""","""● Now that Chromebooks have Android, <font color=""""#0080bc"""">stylus</font> support and the tablet form factor make a lot of sense.<br>● A <font color=""""#0080bc"""">stylus</font> is a pen that comes with a drawing pad, which is connected to the computer.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subject,adj.,/ˈsʌbdʒɛkt tuː /,"<strong></strong>likely to do, have, or suffer from (something)",در معرض، تحت تأثیر,vulnerable,/ˈvʌlnərəbəl tuː/,"""<img src=""""paste-d0c6c65bbf3cb606e756e05c0c5fa8052c47ef45.jpg"""">""","""● My cousin is <font color=""""#0080bc"""">subject to</font> panic attacks.<br>● I'd rather not live in an area that is <font color=""""#0080bc"""">subject to</font> flooding.<br>● Because both corals and algae require light to survive, access to light, like space, is also a resource <font color=""""#0080bc"""">subject to</font> competition.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subjected to,v.,/səbˈdʒɛktd tuː/,"means an action is actually perpetrated upon a person, the action is no longer simply a possibility but an actual event.",در معرض،&nbsp;تحت سلطه,dominated by,"""<font color=""""darkblue""""> &nbsp; exposed to<br></font>[sound:exposed to.mp3]""","""<img src=""""paste-f180d7b9dad2e400ee4a0940b3ec81b2a2c59da3.jpg"""">""","""● The section of 237 between McCarthy and Great America is <font color=""""#0080bc"""">subject to</font> flooding during high tides.<br>● Foreign workers are <font color=""""#0080bc"""">subject to</font> background checks before being allowed into the country.<br>● If so, the green algae would have been <font color=""""#0080bc"""">subjected to</font> environmental pressures that resulted in adaptations that enhanced their potential to give rise to land-dwelling organisms.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsequent,adj.,/ˈsʌbsəkwənt/,happening or coming after something else,متعاقب، بعدی,ensuing,"""/ɪnˈsuːɪŋ/<font color=""""darkblue""""> &nbsp; later</font>&nbsp;/ˈleɪtər/<font color=""""darkblue""""> &nbsp; following</font>&nbsp;/ˈfɑːloʊɪŋ/<br>[sound:later.mp3][sound:following.mp3]""","""<img src=""""xfp0itaqqaop.jpeg"""">""","""● These skills were passed on to <font color=""""#0080bc"""">subsequent</font> generations.<br>● They are placed here mainly for your enjoyment and for <font color=""""#0080bc"""">subsequent</font> discussion with friends and teachers.<br>● The Phoenician settlements in the central and western Mediterranean, such as Carthage, and the slightly later establishment of Greek colonies are early examples, while the settlement of south Arabians in Eritrea around the middle of the last millennium marks the <font color=""""#0080bc"""">subsequent</font> spread of this sort of commercial consequence to the Horn of Africa.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsequently,adv.,/ˈsʌbsɪkwəntli/,after a particular thing has happened; afterward.,متعاقبا - بعدی,later,"""/ˈleɪtər/<font color=""""darkblue""""> &nbsp; afterwards</font>&nbsp;/ˈæftərwərdz/<font color=""""darkblue""""> &nbsp; following</font>&nbsp;/ˈfɑːloʊɪŋ/<br>[sound:afterwards.mp3][sound:following.mp3]""","""<img src=""""paste-d69ba3f873f13e68d29d8414c3e4486bb58c91b7.jpg"""">""","""● At the time she was single, but shortly afterwards, she met the man whom she <font color=""""#0080bc"""">subsequently</font> married.<br>● I got there too late to stop that and <font color=""""#0080bc"""">subsequently</font> got back too late for this.<br>● Why he was not arrested when he <font color=""""#0080bc"""">subsequently</font> visited the USA he cannot explain.<br>● He was <font color=""""#0080bc"""">subsequently</font> arrested by a heroic Garda and some members of the local community.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subsidiary,adj.,/ səbˈsɪdɪəri /,less important than but related or supplementary to something.,فرعی، تابعه - شعبه فرعی,less important &nbsp; ancillary &nbsp; auxiliary &nbsp; minor &nbsp; secondary &nbsp; subordinate,<br>[sound:ancillary.mp3][sound:auxiliary.mp3][sound:secondary.mp3] [sound:subordinate.mp3],"""<img src=""""paste-9998683865089 (1).jpg"""" />""","""● a <font color=""""#0080bc"""">subsidiary</font> hypothesis<br><font color=""""violetred""""><b>subsidiary to</b></font><br>● All other issues are <font color=""""#0080bc"""">subsidiary</font> to this one.<br><br><font color=""""violetred""""><em>(noun)</em></font><br>● a <font color=""""#0080bc"""">subsidiary</font> of a US company<br>● one of our Japanese <font color=""""#0080bc"""">subsidiaries</font><br>● The company operates as a wholly-owned <font color=""""#0080bc"""">subsidiary</font> of a large French company.<br>● a 58%-owned <font color=""""#0080bc"""">subsidiary</font> of Millennium Graphics""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
substantial,adj.,/səbˈstænʃəl/,"of considerable importance, size, or worth.",قابل توجه،&nbsp;محکم,large amount,"""<font color=""""darkblue""""> &nbsp; essential &nbsp; significant &nbsp; considerable &nbsp; sturdy &nbsp; actual &nbsp; enough</font><br>[sound:essential.mp3][sound:significant.mp3][sound:considerable.mp3]""","""<img src=""""substantial (1).jpg"""">""","""● A <font color=""""#0080bc"""">substantial</font> number of people commute to work each day.<br>● Activities like that pose a <font color=""""#0080bc"""">substantial</font> risk of injury.<br>● She purchased her tickets at a <font color=""""#0080bc"""">substantial</font> discount.<br>● In the early 1750s, the most densely populated towns of eastern and southern New England had begun importing <font color=""""#0080bc"""">substantial</font> quantities of flour and rice from the middle and southern colonies to compensate for grain deficits that developed in their region.<br>""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
