"Word","Soundmark","Explanation0","Example0","Equivalence0","Derivative0","Opposite0","Explanation1","Example1","Equivalence1","Derivative1","Opposite1","Explanation2","Example2","Equivalence2","Derivative2","Opposite2","Explanation3","Example3","Equivalence3","Derivative3","Opposite3","Category","Image","Audio","tags","deck"
"autumn","[ˈɔːtəm]","【释】n. 晚年，暮年 the later part of someone's life or of something's existence","【例】The autumn years of the writer's life were marked by a sense of doom and pessimism.",,"【派】autumnal（adj. 垂暮之年）",,,,,,,,,,,,,,,,,,"<img src=""oxfordlearning-02ffc761-d0afaaee-eec07c99-9660959f-b78198a7.jpg"">","[sound:youdao-92d5e4d2-853376fe-c8d92d37-15f15bd8-1b318adb.mp3]",,"GRE::新东方GRE佛脚词改"
"measured","[ˈmeʒərd]","【释】adj. 仔细的，有分寸的 done with thought and care","【例】When the actor was asked an uncomfortable question, he gave a measured response that did not implicate anyone.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-9c80bf13-80bd0870-c3cac1d0-908c942d-33ec0d35.mp3]",,"GRE::新东方GRE佛脚词改"
"entrance","[ˈentrəns]","【释】v. 使…着迷 to fill (someone) with delight and wonder","【例】The magician entranced everyone in the audience with his amazing card tricks.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-6ee95bac-2fd5647a-0be39579-f2405b72-227b1e8f.mp3]",,"GRE::新东方GRE佛脚词改"
"color","[ˈkʌlər]","【释】v. 扭曲，影响 to alter or influence to some degree, as by distortion or exaggeration","【例】Many couples fall out of love once they realize that their relationships had been colored by the initial emotions of infatuation.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-81b95477-0c409bff-5b330d73-88a463c2-cba6a689.mp3]",,"GRE::新东方GRE佛脚词改"
"economy","[ɪˈkɑːnəmi]","【释】n. 节省 thrifty and efficient use of material resources","【例】Like cartoonists, some painters seek to communicate character in a few strokes, but this economy of means does not equate to artistic shallowness.","【选】brevity","【派】economical（adj. 节俭的）",,"【释】n. 经济体系 the process or system by which goods and services are produced, sold, and bought in a country or region","【例】The Greek economy has seen a sharp downturn with record unemployment, stagnating growth, and low wages.",,,,,,,,,,,,,,,,"[sound:youdao-504eda51-64f63613-9e41ba58-0b17edf1-b1bfe9f5.mp3]",,"GRE::新东方GRE佛脚词改"
"listless","[ˈlɪstləs]","【释】adj. 没精打采的 lacking energy or spirit","【例】Comanche had been doing well until recently, when kidney failure caused him to stop eating and become listless.","【选】sluggish",,"【反】dynamic",,,,,,,,,,,,,,,,,,"[sound:youdao-6f79791e-1b61ec32-18d6d25c-b7579c4e-cc881ad2.mp3]",,"GRE::新东方GRE佛脚词改"
"humor","[ˈhjuːmər]","【释】n. 幽默 a funny or amusing quality","【例】Demonstrating his natural humor at a young age, George Carlin surprised no one when he became a successful comedian.",,,,"【释】n. 脾气，秉性 characteristic or habitual disposition or bent","【例】Always in a foul humor, the old man alienated all of his family and friends by his constant derision and insults.",,,,,,,,,,,,,,,,"[sound:youdao-4134d6fc-e8d71781-5b49434b-b1e8fd1c-f61d397d.mp3]",,"GRE::新东方GRE佛脚词改"
"complaint","[kəmˈpleɪnt]","【释】n. 抱怨 expression of grief, pain, or dissatisfaction","【例】After the initial batch of faulty products, Microsoft was inundated with complaints from dissatisfied clients.",,,,"【释】n. 疾病，痛苦 a bodily ailment or disease","【例】Backache is a common complaint among aging people.",,,,,,,,,,,,,,,,"[sound:youdao-be77d4ae-0caff92f-cd616d26-533b5695-424ab826.mp3]",,"GRE::新东方GRE佛脚词改"
"tender","[ˈtendər]","【释】v. 提供 to present acceptance","【例】I decided to tender my resignation this morning after months of deliberation over the matter.",,,,"【释】adj. 温柔的 very loving and gentle","【例】At the end of the movie Love Actually, there is a tender moment when the main characters finally kiss.",,,,"【释】adj. 疼痛的 painful when touched","【例】Several weeks after the bike injury, the leg wound was still tender to the touch.",,,,,,,,,,,"[sound:youdao-3c982826-2ee4c63b-36d9a9e4-cefc8351-d7eed525.mp3]",,"GRE::新东方GRE佛脚词改"
"anchor","[ˈæŋkər]","【释】v. 使…稳定 to hold (something) firmly in place","【例】In order to avoid any possible accidents, the captain anchored the boat to the marina before letting passengers in.",,,"【反】dislodge","【释】v. 扮演重要角色 to be the strongest and most important part of (something)","【例】During the early years of Apple, the company was anchored by the vision and business acumen of Steve Jobs.",,,,"【释】n. 依靠，支柱 a reliable or principal support","【例】Dad was the anchor of the family and the burden of everyone's health and well-being weighed on his shoulders.",,,,,,,,,,"<img src=""oxfordlearning-35166672-890e2b1e-a528821e-e1b3f1f0-37252d5b.jpg"">","[sound:youdao-c7cf0972-c56817c4-f004889b-e182079e-6e334950.mp3]",,"GRE::新东方GRE佛脚词改"
"bitter","[ˈbɪtər]","【释】adj. 怨恨的，气愤的 angry or unhappy because of unfair treatment","【例】In the aftermath of his bitter divorce, Ben could not even contemplate dating for several months.",,,,"【释】adj. 苦的 being the opposite of sweet","【例】Without the addition of milk and sugar, chocolate is often quite bitter.",,,,,,,,,,,,,,,,"[sound:youdao-e0f9d92c-60e09cca-c3a90f37-9c42012a-6ff00d7b.mp3]",,"GRE::新东方GRE佛脚词改"
"husbandry","[ˈhʌzbəndri]","【释】n. 农业，畜牧业，饲养业 the activity of raising plants or animals for food","【例】The rancher was in the business of animal husbandry, raising cows for beef.",,,,"【释】n. 节省 the management or wise use of resources","【例】Conservationists argue that unconstrained exploitation of natural resources, which might deplete them forever, should be replaced with a policy of husbandry.",,,,,,,,,,,,,,,,"[sound:youdao-90fdbde1-f5275187-1bcb7a6c-d51a599e-de297e15.mp3]",,"GRE::新东方GRE佛脚词改"
"anticipate","[ænˈtɪsɪpeɪt]","【释】v. 期待 to look forward to (something)","【例】Many children eagerly anticipate the arrival of Christmas so that they can receive presents.",,,,"【释】v. （为防止…而）预先处理 to foresee and deal with in advance","【例】The challenge facing public health officials is to anticipate an outbreak of disease and then ensure that schoolchildren are immunized.","【选】foresee",,,,,,,,,,,,,,,"[sound:youdao-57048e6c-b368351c-c0823412-ef8c42c4-7f99a44e.mp3]",,"GRE::新东方GRE佛脚词改"
"hail","[heɪl]","【释】n. 欢呼，赞美 the act of greeting or acclaiming","【例】The debut novel received tremendous hail on both sides of the Atlantic and was even made into a feature film.",,,,"【释】v. 欢呼，赞美 to greet or acclaim enthusiastically","【例】A pre-publication review of Zora and Me hailed the 192-page mystery novel by calling it “absolutely outstanding”.","【选】acclaim",,,,,,,,,,,,,,,"[sound:youdao-84feecb0-eba7ad5d-a6331a6c-4afa5c7a-87873fc4.mp3]",,"GRE::新东方GRE佛脚词改"
"anonymous","[əˈnɑːnɪməs]","【释】adj. 不出名的 not distinct or noticeable","【例】In order to cultivate new repertoire, the music industry is providing a hearing for previously anonymous female composers.","【选】obscure",,,"【释】adj. 匿名的 made or done by someone unknown","【例】In order to keep his identity anonymous, the criminal did not sign any of his letters to the police.",,,,,,,,,,,,,,,,"[sound:youdao-47a09b64-e2eb311c-51127d45-63125075-962447ef.mp3]",,"GRE::新东方GRE佛脚词改"
"tend","[tend]","【释】v. 照顾，养育 to apply oneself to the care of","【例】As a hobby, many homeowners tend their vegetable gardens and produce food for home consumption.",,,,"【释】v. 倾斜 to move in a particular direction","【例】If the alignment of the car is not corrected, it will tend to one direction or the other when you are trying to drive straight.",,,,,,,,,,,,,,,,"[sound:youdao-1ccbf909-f8dd3e9e-daab09de-03c7907d-d88569ed.mp3]",,"GRE::新东方GRE佛脚词改"
"dissipate","[ˈdɪsɪpeɪt]","【释】v. 使…消散 to cause (something) to spread out and disappear","【例】After a week of air pollution, the wind finally started to blow, which managed to dissipate all of the harmful particles in the air.",,,,"【释】v. 浪费，挥霍 to use all or a lot of (something, such as money or time) in a foolish way","【例】After his lavish expenditures on houses and cars, Vanilla Ice's wealth quickly dissipated.","【选】dispersed",,,,,,,,,,,,,,,"[sound:youdao-bc94ad01-aeefe991-4a5703d5-6529ba60-2e46d530.mp3]",,"GRE::新东方GRE佛脚词改"
"misuse","[ˌmɪsˈjuːs]","【释】v. 不公平地对待 to treat (someone) unfairly","【例】In order for the employees to be happy and work at peak efficiency, their managers must not misuse them.",,,,"【释】v. 误用 to use incorrectly","【例】Misusing the clutch in a car can cause long-term damage to the transmission.","【选】abuse",,,,,,,,,,,,,,,"[sound:youdao-bf33b04a-d64ab5eb-11989104-ecbe77b1-49ed5bed.mp3]",,"GRE::新东方GRE佛脚词改"
"physical","[ˈfɪzɪkl]","【释】adj. 实体的 existing in a form that you can touch or see","【例】With the production of the mustang, an affordable sports car was finally brought to physical form.",,,,"【释】adj. 自然科学的 of or relating to natural science","【例】All of the physical world is composed of atoms and smaller subatomic particles.",,,,"【释】adj. 肉体的 relating to the body of a person instead of the mind","【例】In order to gain overall health, it is best to take care of one's physical and mental fitness.",,,,,,,,,,,"[sound:youdao-a9672aea-98c7510d-914b1244-3602aeb4-e1b9ec9e.mp3]",,"GRE::新东方GRE佛脚词改"
"embrace","[ɪmˈbreɪs]","【释】v. 接受 to accept (something or someone) readily or gladly","【例】Despite thinking that his parents would be upset with him for dropping out of college, Brad was embraced by his family for following his passion as a woodworker.",,,,"【释】v. 拥抱 to hold someone in your arms as a way of expressing love or friendship","【例】When the couple was finally reunited after months apart, they lovingly embraced each other in the airport.",,,,,,,,,,,,,,,,"[sound:youdao-8c6bc46e-75e4934f-7bbe0e8f-07fe7704-61f2cbe6.mp3]",,"GRE::新东方GRE佛脚词改"
"descendant","[dɪˈsendənt]","【释】adj. 下降的 moving or directed downward","【例】The descendant escalator was moving so fast that the little girl lost her balance and crashed downwards.",,,,"【释】n. 后代 someone who is related to a person or group of people who lived in the past","【例】According to legend, the Romans were the descendants of the Trojans who fled from the Trojan War.",,,,,,,,,,,,,,,,"[sound:youdao-a72b4548-b7b7abba-6316d7d1-ac1c3318-936346d2.mp3]",,"GRE::新东方GRE佛脚词改"
"abstraction","[æbˈstrækʃən]","【释】n. 抽象，概要 the state of being abstracted","【例】Although mathematics follow strict rules, many of the concepts are abstractions that cannot be shown in the physical world, like negative numbers.",,,,"【释】n. 心不在焉 absence of mind or preoccupation","【例】During drug-induced states, many experience a complete abstraction of mind that cuts them off from reality.","【选】generality, divorce",,,,,,,,,,,,,,,"[sound:youdao-f0c913ef-4cb97fe6-86a1a44e-9d5527e7-4102fc9a.mp3]",,"GRE::新东方GRE佛脚词改"
"substantial","[səbˈstænʃəl]","【释】adj. 大量的 large in amount, size, or number","【例】Against all odds, the 300 Spartans held off a more substantial Persian force at Thermopylae for several days.",,,,"【释】adj. 坚固的 firmly constructed","【例】Although the house looked ramshackle, it was a substantial building that had withstood countless tornadoes and windstorms.",,,,"【释】adj. 重要的 important or essential","【例】A substantial portion of this work relies on your intelligence and sensitivity, not brute force.","【选】concrete, solid",,,,,,,,,,"[sound:youdao-6813849e-6706d517-8cc6aabd-843faa78-ab834620.mp3]",,"GRE::新东方GRE佛脚词改"
"counterpart","[ˈkaʊntərpɑːrt]","【释】n. 等价物 someone or something that has the same job or purpose as another","【例】British police are working closely with their French counterparts in Marseille and are trying to find and arrest any England fans causing trouble.","【选】parallel",,,"【释】n. 补充 something that completes","【例】During the race, my counterpart finished in the top 10%, but I had to pull out.",,,,,,,,,,,,,,,,"[sound:youdao-dc4045e0-c68d4e05-0b6ff59e-8e2341fe-37f7b160.mp3]",,"GRE::新东方GRE佛脚词改"
"mirror","[ˈmɪrər]","【释】v. 与…相似 to be very similar to (something)","【例】The tranquil story recounted by Ezra Jack Keats in The Snowy Day mirrors the calm presence of the book's pristine illustrations.",,,,,,,,,,,,,,,,,,,,"<img src=""oxfordlearning-d5a129c5-70ced5a3-cfc3a602-98ece1b8-972f63ab.jpg"">","[sound:youdao-ccd86cb5-4dbf1176-e1f5b803-6e24b64a-eb6ba73e.mp3]",,"GRE::新东方GRE佛脚词改"
"enterprise","[ˈentərpraɪz]","【释】n. 活动 a systematic purposeful activity","【例】In order to reach the north pole, William Perry formed an exploratory enterprise with other scientists and adventurers.",,,,"【释】n. 进取心 readiness to engage in daring or difficult action","【例】A man with the enterprise to undertake any task, Ray surprised no one by attempting to climb Mt. Everest.","【选】diligence","【派】enterprising（adj. 有进取心的，创新的）",,,,,,,,,,,,,,"[sound:youdao-b11a7dd4-297e4f13-b0c7928f-06aa8207-cd3bafee.mp3]",,"GRE::新东方GRE佛脚词改"
"shoulder","[ˈʃoʊldər]","【释】v. 承担 to assume the burden or responsibility of","【例】Often in work groups, one member shoulders most of the burden while everyone else relaxes.",,,,,,,,,,,,,,,,,,,,"<img src=""oxfordlearning-e82b038c-923e7f46-01822b41-c620a125-dbee5f9e.jpg"">","[sound:youdao-e3ceda77-469807ff-01cda9de-36e32d87-7f096822.mp3]",,"GRE::新东方GRE佛脚词改"
"recipe","[ˈresəpi]","【释】n. 秘诀，方法 a formula or procedure for doing or attaining something","【例】The shoe company Zappos has been so successful that other companies have tried to copy its recipe for success.",,,,,,,,,,,,,,,,,,,,,"[sound:youdao-b03320dc-704d0111-4e2e1581-c1e3b75d-bbc941a4.mp3]",,"GRE::新东方GRE佛脚词改"
